name,price,type,efficiency,wattage,modular,color
EVGA GE,,ATX,gold,700,false,Black
Cooler Master MWE Bronze,,ATX,bronze,450,false,Black
Silverstone NJ700,,ATX,titanium,700,Full,Silver
FSP Group HYPER S,,ATX,plus,600,false,Black
FSP Group SFX Pro,,SFX,bronze,450,false,Black
RAIJINTEK AMPERE,,ATX,platinum,1000,Full,Black
Silverstone Strider Platinum,,ATX,platinum,1200,Full,
SeaSonic SS-400ET Bronze,89,ATX,bronze,400,false,
Thermaltake Toughpower,,ATX,gold,850,Semi,
KOLINK KL-SFX350,,SFX,bronze,350,false,Black / Green
Cooler Master MasterWatt Maker 1500 (no Bluetooth),,ATX,titanium,1500,Full,
Thermaltake Toughpower Grand,,ATX,platinum,700,Semi,
be quiet! Pure Power 11,,ATX,bronze,350,false,Black
Antec Basiq,,ATX,plus,550,Semi,
Deepcool PK800D,,ATX,bronze,800,false,Black
Sentey XPP725-PS,,ATX,,725,Semi,
Cougar LX500,,ATX,bronze,500,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,650,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,750,Semi,
Antec VP PLUS,,ATX,plus,550,false,Black
Cooler Master GXII,,ATX,bronze,750,false,
GAMDIAS ASTRAPE M1 B,,ATX,bronze,650,false,Black / Multicolor
EVGA 550 GD,,ATX,gold,550,false,Black
SeaSonic PRIME Platinum,,ATX,platinum,750,Full,
RIOTORO ENIGMA G2,,ATX,gold,650,Full,Black / Yellow
SeaSonic PRIME Titanium,,ATX,titanium,650,Full,
LEPA P1375-MA,,ATX,platinum,1375,Full,
Thermaltake Toughpower GF2 ARGB,,ATX,gold,750,Full,Black
Antec NeoECO,,ATX,bronze,550,Semi,Black
Raidmax RX-535AP,,ATX,bronze,535,Semi,
XFX TS,,ATX,gold,650,false,
G.Skill PS750G,,ATX,gold,750,Full,Black
EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
SeaSonic ATX3-FOCUS-GX-750-WHITE,,ATX,gold,750,Full,White
EVGA SuperNOVA 750 P6,,ATX,platinum,750,Full,Black / Silver
be quiet! System Power 10 U,,ATX,bronze,550,false,Black
Rosewill ARC 450,,ATX,bronze,450,false,
Corsair TX850 V2,,ATX,bronze,850,false,
Cooler Master Thunder,,ATX,,600,false,
SeaSonic PRIME Platinum,,ATX,platinum,1000,Full,
Silverstone DA1000R,,ATX,gold,1000,Full,White
SeaSonic PRIME Ultra Gold 650,,ATX,gold,650,Full,Black
In Win P85,144.26,ATX,gold,850,Full,Black
Corsair CX-500 V3,,ATX,bronze,500,false,
Antec VP,,ATX,,600,false,
Rosewill HIVE,,ATX,bronze,550,Full,
Rosewill HIVE S,,ATX,bronze,650,Full,
XFX XTR,,ATX,gold,550,Full,
XFX XTR,,ATX,gold,650,Full,
Kuroutoshikou KRPW-BR650W/85+,,ATX,bronze,650,false,Black
Raidmax RX-530SS,,ATX,,530,Semi,
Athena Power AP-TFX40,,TFX,bronze,400,false,Silver
SeaSonic X,,ATX,gold,1050,Full,
Apevia ATX-WA900W,,ATX,,900,false,
HEC HEC250SRT,,SFX,,250,false,Silver
Cooler Master Silent Pro M,,ATX,plus,600,Full,
FSP Group Hydro G,,ATX,gold,750,Full,
be quiet! STRAIGHT POWER E9 | 500W,,ATX,gold,500,false,
Cooler Master i700,,ATX,bronze,700,false,
Cooler Master Extreme 2,,ATX,,475,false,
FSP Group Hydro PTM PRO,,ATX,platinum,1000,Full,Black
SeaSonic PRIME Ultra Platinum 750,,ATX,platinum,750,Full,Black
Cooler Master Elite,,ATX,,460,false,
SeaSonic CORE GX-500,,ATX,gold,500,Full,Black / Gold
Enermax REVOLUTION X't II,,ATX,gold,750,Semi,
In Win P65F,,ATX,gold,650,false,Black
Ultra LSP750,,ATX,,750,false,
LC-Power LC1200P V3.0,,ATX,platinum,1200,Full,Black
KOLINK KL-600M,,ATX,bronze,600,Semi,Black
Cooler Master V Semi-Modular,,ATX,gold,750,Semi,
Thermaltake Toughpower,,ATX,gold,550,false,
be quiet! Pure Power L8,,ATX,bronze,600,false,
be quiet! Power Zone,,ATX,bronze,850,Full,
Inter-Tech 88882037,,ATX,plus,450,false,Black
Rosewill PHOTON-850,,ATX,gold,850,Full,
Rosewill ARC 550,,ATX,bronze,550,false,
Super Flower Leadex Silver,,ATX,silver,550,Full,
Cougar BXM850,,ATX,bronze,850,Semi,Orange / Black
Cougar CMX1200V3,,ATX,bronze,1200,Semi,
Corsair VS350,,ATX,,350,false,
Sparkle FSP350-60GNV,69.99,SFX,,350,false,Silver
Phanteks PH-P550GF,,ATX,gold,550,false,Black
PC Power & Cooling Silencer MK III,118.49,ATX,gold,750,Semi,
Thermalright TP,,ATX,platinum,850,Full,Black
PC Power & Cooling PM0600,,ATX,bronze,600,Semi,Black / Red
SeaSonic 750FX WHITE,,ATX,gold,750,Full,White
Logisys PS550E12,,ATX,,550,false,
EVGA SuperNOVA 650 P5,,ATX,platinum,650,Full,Black / Teal
KOLINK Core,,ATX,plus,850,false,Black
YEYIAN Raiden RGB,,ATX,bronze,650,false,Black
LC-Power LC6550 V2.3,,ATX,bronze,550,false,Black
Fractal Design Edison M,,ATX,gold,450,Semi,
SeaSonic PRIME Ultra Gold 1000,,ATX,gold,1000,Full,Black
SeaSonic Snow Silent 1050,,ATX,platinum,1050,Full,
be quiet! Pure Power 10,,ATX,silver,400,false,
Chieftec Polaris,,ATX,gold,850,Full,Black
PC Power & Cooling Silencer MK III,,ATX,bronze,500,Semi,
OCZ Fatal1ty,,ATX,bronze,750,Semi,
Rosewill Stallion,,ATX,,400,false,
Rosewill Green,,ATX,plus,630,false,
SeaSonic SS-460FL Active PFC F3,,ATX,platinum,460,Full,
be quiet! System Power U9,,ATX,bronze,500,false,Black
be quiet! System Power 8,,ATX,plus,400,false,
Antec NeoECO 550 Gold,,ATX,gold,550,Semi,Black
FSP Group Twins,,ATX,gold,700,false,
Antec NeoECO Platinum,,ATX,platinum,850,Full,Black
Raidmax RX-735AP,,ATX,bronze,735,Semi,
Cougar GX-S,,ATX,gold,750,false,
be quiet! PURE POWER 9 CM,,ATX,silver,600,Semi,
Deepcool DN400,,ATX,,400,false,
Fractal Design Newton R3,,ATX,platinum,1000,Semi,
Azza PSAZ-850PT14,,ATX,platinum,850,Semi,
Deepcool DQ750-M-V2L,,ATX,gold,750,Full,White / Black
Sparkle R-FSP400-60ETN,,ATX,platinum,400,false,
FSP Group Raider 650,,ATX,bronze,650,false,
Antec EARTHWATTS GOLD PRO 550,,ATX,gold,550,Semi,Black
Rosewill LEPTON 700,,ATX,gold,700,Semi,
FSP Group AU-500FL,,ATX,gold,500,Semi,
Nfortec Sagitta RGB,,ATX,gold,650,Full,Black
Nfortec Sagitta RGB,,ATX,gold,750,Full,Black
Xilence XP830R8,,ATX,bronze,830,false,Black / Red
Fractal Design Integra R2,,ATX,bronze,650,false,
MSI MAG A850GL PCIE5 II,,ATX,gold,850,Full,Black
Insignia NS-PCW5508,,ATX,bronze,550,false,Black
SeaSonic PRIME Gold,,ATX,gold,1000,Full,
SHARKOON SilentStorm,142.02,SFX,bronze,450,false,Black
Cooler Master XG650,,ATX,platinum,650,Full,Black
Thermalright TP,,ATX,platinum,1000,Full,White
PC Power & Cooling Silencer,301.01,ATX,platinum,1200,Full,
SHARKOON Rebel P30 Gold,,ATX,gold,1300,Full,Black
Montech CENTURY,,ATX,gold,550,Full,Black
Antec VP,,ATX,,700,false,
BitFenix Formula Gold 550,,ATX,gold,550,false,
SeaSonic PRIME Ultra Platinum 1000,,ATX,platinum,1000,Full,Black
Antec VP650P,,ATX,,650,false,
Cooler Master eXtreme Power Plus,,ATX,,500,false,
SeaSonic X,,ATX,gold,750,Full,
Corsair Vengeance 500,,ATX,bronze,500,false,
SeaSonic PRIME Ultra Gold 750,,ATX,gold,750,Full,Black
SeaSonic M12II,,ATX,bronze,750,Semi,
Cougar SL500,,ATX,,500,false,
Cougar SL600,,ATX,,600,false,
GameMax VP RGB,,ATX,bronze,800,false,Black
OCZ ModXStream Pro,,ATX,plus,500,Semi,
Zalman ZM500-RS,,ATX,plus,500,false,
SeaSonic X,,ATX,gold,560,Full,
FSP Group AURUM S 500W,,ATX,gold,500,false,
GameMax GM,,ATX,gold,1650,false,Black
be quiet! Dark Power Pro 10,,ATX,platinum,850,Semi,
FSP Group HEXA 85+,,ATX,bronze,550,false,Black
Silverstone Strider Titanium,,ATX,titanium,600,Full,
Athena Power AP-MFATX30,,Mini ITX,bronze,300,false,Silver
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,1050,Full,Blue / Black
FSP Group Hyper M,,ATX,plus,700,Semi,Black
KOLINK Modular Power,,ATX,bronze,700,Semi,Black
Enermax MaxTytan,,ATX,titanium,1250,Full,Black / Silver
Cooler Master V1000 Platinum,,ATX,platinum,1000,Full,Black
Raidmax Cobra,,ATX,gold,1000,Semi,
Solid Gear SDGR-FLEX220,,Flex ATX,,220,false,Silver
Cooler Master XG850,,ATX,platinum,850,Full,Black
SeaSonic M12II,,ATX,bronze,850,Full,
XFX ProSeries,,ATX,silver,750,Semi,
Cooler Master MWE GOLD 550 V2,,ATX,gold,550,false,Black
Super Flower Leadex III ARGB Pro,,ATX,gold,650,Full,Black
In Win A45,,ATX,plus,450,false,Black
Raidmax Cobra,,ATX,gold,850,Full,Black
Sentey SDP650-SS,,ATX,plus,650,false,
Apevia AR,,ATX,,500,false,Black
FSP Group FSP450-60GHS(85)-R,,SFX,bronze,450,false,Black
Cougar COUGAR-GX1050,,ATX,gold,1050,Semi,
Thermaltake Smart DPS G,,ATX,gold,650,Semi,
Thermaltake Smart DPS G,,ATX,gold,750,Semi,
Rosewill CS-1000M,,ATX,gold,1000,Full,Black
MSI MAG A-GL PCIE5 II,179.99,ATX,gold,1000,Full,Black
Zalman ACRUX,,ATX,platinum,1200,Full,Black / Silver
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,1200,Full,Black
ASRock Phantom Gaming PG-1000G,164.99,ATX,gold,1000,Full,Black
Antec Basiq,82.02,ATX,,350,false,
Enermax REVOLUTION X't II,,ATX,gold,550,Semi,
Enermax REVOLUTION ATX 3.0,,ATX,gold,1000,Full,Black / White
Rosewill HIVE S,,ATX,bronze,1000,Full,
Ultra X4,,ATX,bronze,750,Full,
Enermax Platimax D.F.,,ATX,platinum,600,Full,Black
Silverstone Strider,,ATX,bronze,500,false,
Thermaltake Smart,,ATX,plus,430,false,
Chieftec Polaris 3.0,226.5,ATX,gold,850,Full,Black
Rosewill RX750-S-B,,ATX,plus,750,false,
In Win Commander III 600,,ATX,gold,600,Semi,
SeaSonic S12III,,ATX,bronze,450,false,Black
Antec True Power,,ATX,bronze,750,Full,
HEC HEC350TEWX,,ATX,plus,350,false,
Thermaltake TR2,,ATX,plus,800,false,
FSP Group AURUM S 600W,,ATX,gold,600,false,
NOX URANO TX,,ATX,,850,false,
Super Flower Legion GX Pro,,ATX,gold,750,Semi,Black
be quiet! Pure Power L7,,ATX,plus,530,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1000,Full,
RAIJINTEK CRATOS,,ATX,gold,850,Full,White
BitFenix Whisper M,,ATX,gold,650,Full,
FSP Group HEXA 85+,,ATX,bronze,350,false,Black
Cooler Master Silent Pro M2,,ATX,bronze,720,Semi,
Thermalright AG-750,,ATX,gold,750,Full,Black
Cooler Master GX,,ATX,plus,750,Semi,
Xigmatek NRP-PC702,,ATX,bronze,700,false,
Phanteks AMP,,ATX,gold,1000,Full,Black
Zalman TX,,ATX,,700,false,
Rosewill LEPTON,,ATX,gold,500,Semi,Black
Cooler Master V Semi-Modular,,ATX,gold,650,Semi,
SHARKOON WPM Bronze,,ATX,bronze,500,Semi,
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,650,Full,White
Antec High Current Gamer,,ATX,bronze,620,false,
SeaSonic Platinum,,ATX,platinum,1200,Full,
Silverstone Strider,,ATX,gold,550,Full,
EVGA SuperNOVA 750 PQ,,ATX,platinum,750,Semi,Black
Zalman TeraMax II,,ATX,gold,750,Full,Black
Rosewill Tachyon,,ATX,platinum,550,Semi,
SilentiumPC Supremo L2,,ATX,gold,650,false,Black
Apevia Prestige,,ATX,gold,1000,false,Black
be quiet! Straight Power 10,,ATX,gold,400,false,
GameMax GX-550 Modular,,ATX,gold,550,Full,Black
Diablotek PSUL775,,ATX,,775,false,
XFX ProSeries,,ATX,bronze,450,false,
Super Flower Golden Green HX,,ATX,gold,650,false,
Thermaltake German,,ATX,gold,650,Semi,
SeaSonic 850FX WHITE,,ATX,gold,850,Full,White
Rosewill Glacier 1000M,,ATX,bronze,1000,Semi,
In Win IP-S300FF1-0,62.5,TFX,plus,300,false,Silver
CoolMax V-500,,ATX,,500,false,
YEYIAN Pegasus,,ATX,platinum,1000,Full,Black
Antec Earthwatts Green,104.64,ATX,bronze,430,false,
Enermax REVOLUTION ATX 3.0,,ATX,gold,1200,Full,Black / White
Fractal Design Anode Bronze,,ATX,bronze,550,Semi,Black
Apevia ATX-JP1000W,,ATX,bronze,1000,false,
BitFenix Formula Gold 750,,ATX,gold,750,false,
be quiet! POWER 2,,SFX,bronze,300,false,Black
be quiet! Pure Power 10,,ATX,bronze,350,false,
FSP Group Hydro GE,,ATX,gold,550,Full,
SilentiumPC Vero M3,,ATX,bronze,700,Semi,Black
FSP Group AURUM CM GOLD 650,,ATX,gold,650,Semi,
Raidmax RX-630SS,,ATX,,630,Semi,
Antec High Current Pro,,ATX,gold,1200,false,
Cooler Master eXtreme Power,,ATX,,550,false,
Enermax EPR525AWT_II,,ATX,bronze,525,false,
SHARKOON Rebel P20 1000,,ATX,,1000,Full,Black
be quiet! Dark Power Pro 10,,ATX,gold,1000,Semi,
Antec High Current Pro,,ATX,platinum,1000,Full,
Thermaltake TR2,,ATX,gold,700,false,
LEPA B650-SA,,ATX,bronze,650,false,
Super Flower Leadex III Super Pro,,ATX,bronze,750,Full,Black
Apex AG-M,,ATX,gold,650,Full,Black
Sparkle FSP300-60THA,,ATX,,300,false,
In Win GreenMe 650,,ATX,bronze,650,false,
Cougar GX-S,,ATX,gold,650,false,
Apevia Beast,,ATX,,550,false,
Xigmatek Vector,,ATX,gold,850,Semi,
EVGA 650 GD,,ATX,gold,650,false,Black
KOLINK KL-500M,,ATX,bronze,500,Semi,Black
FSP Group Raider 550,,ATX,bronze,550,false,
Cooler Master G450M,,ATX,bronze,450,Semi,
NZXT HALE82 V2 700W,,ATX,bronze,700,Full,
Fractal Design Anode Bronze,242,ATX,bronze,750,Semi,Black
FSP Group Berserker 500,,ATX,bronze,500,false,
Xilence XP850R10,,ATX,bronze,850,false,Black / Red
EVGA SuperNOVA 1050 GS,,ATX,gold,1050,Full,
XFX ProSeries,,ATX,silver,850,Semi,
SeaSonic CORE GM,,ATX,gold,550,Semi,Black
Rosewill PHOTON-1050,,ATX,gold,1050,Full,
Fractal Design Integra M,,ATX,bronze,750,Semi,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,700,Semi,Black / Orange
be quiet! Straight Power 10,,ATX,gold,700,false,
Cooler Master GXII,,ATX,bronze,550,false,
LC-Power LC6650GP3 V2.3 230V,,ATX,silver,650,false,Black
Super Flower Leadex Gold,,ATX,gold,650,Full,
Super Flower SF-1000F14MP Black,,ATX,platinum,1000,Full,
Chieftec Polaris Pro,,ATX,platinum,1300,Full,Black
RAIJINTEK AMPERE,,ATX,platinum,850,Full,Black
Enermax MarbleBron,,ATX,bronze,750,Semi,Black
Fractal Design Anode Bronze,,ATX,bronze,650,Semi,Black
Cougar POLAR,,ATX,platinum,1200,Full,White
Inter-Tech 88882144,,TFX,,300,false,Silver
Chieftec Polaris,,ATX,gold,1250,Full,Black
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,platinum,850,Full,Black
LC-Power LC V2.31,,ATX,platinum,550,Full,Black
MSI MAG A750GL PCIE5 II,,ATX,gold,750,Full,Black
Chieftec Polaris,210.64,ATX,gold,1050,Full,Black
Antec Earthwatts,124.98,ATX,bronze,500,false,
BitFenix Whisper M,,ATX,gold,850,Full,
Sparkle ATX-300PN-B204,,ATX,,300,false,
Thermaltake Smart BX1 450,,ATX,bronze,450,false,Black
Raidmax Vampire,,ATX,gold,900,Semi,
Corsair CX-750 V3,,ATX,bronze,750,false,
Raidmax Cobra,,ATX,bronze,600,false,
Enermax REVOLUTION X't,,ATX,gold,630,Semi,
Thermaltake Smart,,ATX,plus,630,false,
XFX ProSeries,,ATX,gold,1250,Full,
SeaSonic Platinum,,ATX,platinum,760,Full,
Antec NeoECO,,ATX,plus,400,false,
Cooler Master eXtreme Power Plus,,ATX,,700,false,
Cooler Master Silent Pro M,,ATX,bronze,1000,Semi,
Enermax EMG800EWT,,ATX,gold,800,Full,
OCZ StealthXstream II,,ATX,plus,600,false,
Rosewill RV2-700,,ATX,,700,false,
Silverstone Nightjar,,ATX,bronze,400,false,
Thermaltake Toughpower XT,,ATX,bronze,575,Full,
FSP Group Hydro G,,ATX,gold,650,Full,
Apevia ATX-CB700W,,ATX,,700,false,
be quiet! Pure Power L7,,ATX,plus,350,false,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,750,Full,
Antec VP PLUS,,ATX,plus,500,false,
Thermaltake Smart,,ATX,bronze,650,Semi,
Cooler Master M620,,ATX,plus,620,Semi,
Rosewill Capstone,,ATX,gold,550,Semi,
GameMax GM-1050,,ATX,silver,1050,Semi,
Cooler Master MPW-5502-ACABW 230V,,ATX,plus,550,false,
Silverstone Strider,,ATX,gold,500,false,
be quiet! Pure Power 9,,ATX,silver,400,Semi,
RIOTORO ENIGMA G2,,ATX,gold,850,Full,Black / Yellow
Cougar VTX,,ATX,bronze,700,false,
FSP Group Hydro X,,ATX,gold,550,false,
FSP Group ATX300-PA,,ATX,,300,false,
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,850,Full,White
be quiet! Pure Power L8,,ATX,bronze,700,false,
Cooler Master Hyper White,,ATX,plus,600,false,Black
Cougar CMX550V3,,ATX,bronze,550,Semi,
FSP Group Raider S 650,,ATX,silver,650,false,
Thermalright TGFX750,,SFX,gold,750,Full,White
Azza PSAZ-850B14,,ATX,,850,false,
SeaSonic PRIME Gold,,ATX,gold,850,Full,
Ultra X4 Special Edition,,ATX,bronze,850,Full,
Super Flower Golden Green HX,,ATX,gold,450,false,
Thermaltake Toughpower,,ATX,gold,1200,Semi,
SeaSonic SS-850HT Silver,177.49,ATX,silver,850,false,
ASRock Phantom Gaming PG-850G,,ATX,gold,850,Full,Black
SHARKOON Rebel P30 Gold,,ATX,gold,1000,Full,White
KOLINK KL-SFX450,,SFX,bronze,450,false,Black / Green
Xilence XP750MR9.2,,ATX,gold,750,Semi,Black / Red
RAIJINTEK CRATOS,,ATX,gold,1200,Full,Black
Rosewill SMG1050,,ATX,gold,1050,Full,Black
Enermax Platimax,,ATX,platinum,1500,Full,
Super Flower Leadex III Gold UP,,ATX,gold,650,Full,Black
YEYIAN Raiden,,ATX,bronze,550,false,Black
Raidmax Vampire,,ATX,gold,700,Semi,
BitFenix Formula Gold 450,,ATX,gold,450,false,
GALAX PGO1AGPFNAFB0,,ATX,gold,1000,Full,Black
Ultra LSP,,ATX,,450,false,
be quiet! POWER 2,,SFX,bronze,400,false,Black
Enermax REVOLUTION X't,,ATX,gold,530,Semi,
Enermax REVOLUTION X't,,ATX,gold,430,Semi,
Ultra ULT-LS500,,ATX,,500,false,Silver
Rosewill Glacier 700M,,ATX,bronze,700,Semi,
BitFenix Formula Bronze,,ATX,bronze,700,false,Black
Corsair CS550M,,ATX,gold,550,Semi,
NZXT HALE90 V2 850W,,ATX,gold,850,Full,
Raidmax RX-730SS,,ATX,,730,Semi,
LEPA N,,ATX,,500,false,
Antec True Power,,ATX,bronze,550,Full,
Antec True Power,,ATX,bronze,750,Semi,
Apevia ATX-JV650W,,ATX,,650,false,
Mushkin MKNPSJL800,,ATX,silver,800,false,
HEC Raptor500,,ATX,,500,false,
Enermax EMD625AWT_II,,ATX,bronze,625,Full,
Gigabyte GE-P450P-C2,,ATX,plus,550,false,
Raidmax RX-1000AE,,ATX,gold,1000,Semi,
Silverstone Strider,,ATX,bronze,500,Full,
Thermaltake Toughpower Grand,,ATX,gold,750,Semi,
Thermaltake TR2,,ATX,bronze,500,false,
Zalman ZM660-XT,,ATX,bronze,660,Full,
Enermax REVOLUTION X't,,ATX,gold,730,Semi,
Thermaltake Toughpower Grand RGB Platinum,,ATX,platinum,1050,Full,Black
Antec Earthwatts Green,,ATX,bronze,350,false,
be quiet! STRAIGHT POWER E9 | 450W,,ATX,gold,450,false,
SeaSonic PRIME Gold,,ATX,gold,650,Full,
Silverstone Zeus,,ATX,silver,1350,Full,
be quiet! Straight Power E9,,ATX,gold,600,false,
Cooler Master MasterWatt Maker,,ATX,titanium,1200,Full,
GAMDIAS ASTRAPE M1,,ATX,plus,650,false,Black / Multicolor
Thermalright TB-650,,ATX,bronze,650,Full,Black
Athena Power AP-TFX30,,TFX,,300,false,
In Win P55F,,ATX,gold,550,false,Black
RIOTORO ENIGMA G2,,ATX,gold,750,Full,Black / Yellow
Ultra LSP650,,ATX,,650,false,
KOLINK Core RGB,,ATX,plus,700,false,Black
KOLINK KL-850M,,ATX,bronze,850,Semi,Black
SHARKOON SilentStorm Icewind,,ATX,bronze,550,Semi,White / Black
SHARKOON SilentStorm Icewind,,ATX,bronze,650,Semi,White / Black
Silverstone Essential,,ATX,gold,650,Semi,Black / Blue
Replace Power RP-TFX-420W,,TFX,,420,false,Silver
Silverstone VIVA,,ATX,gold,750,false,Black
Raidmax RX-700AT,,ATX,titanium,700,Semi,Black
In Win PB,,ATX,gold,650,Full,
FSP Group FSP270-60LE,,Mini ITX,plus,270,false,Silver
OCZ ZX,,ATX,gold,1250,Full,
Cougar GX V3,,ATX,gold,800,Semi,Black / Gold
SeaSonic X,,ATX,gold,760,Full,
Thermaltake Toughpower,,ATX,gold,650,false,
XFX Core Edition,,ATX,bronze,850,false,
XFX Core Edition,,ATX,bronze,650,false,
FSP Group VITA-1000GM,,ATX,gold,1000,Full,White
FSP Group Raider S 450,,ATX,silver,450,false,
FSP Group AURUM GOLD 700,,ATX,gold,700,false,
Cougar GX-F,,ATX,gold,750,Full,Black / Orange
Rosewill Capstone G850,,ATX,gold,850,Semi,
be quiet! Pure Power L8,,ATX,bronze,500,false,
LEPA MX-F1,,ATX,,600,false,
Cougar CMX700V3,,ATX,bronze,700,Semi,
Thermalright TGFX750,,SFX,gold,750,Full,Black
Silverstone Strider,,ATX,gold,1500,Full,
Nfortec Sagitta RGB,,ATX,gold,850,Full,Black
Sentey ERP-700-SS,,ATX,,700,false,
Cougar COUGAR-1000CMX,,ATX,bronze,1000,false,
SeaSonic PRIME Gold,,ATX,gold,1200,Full,
SeaSonic ECO,,ATX,bronze,430,false,
Rosewill HIVE,,ATX,bronze,650,Semi,
Raidmax Cobra,,ATX,bronze,400,false,
LC-Power LC6560GP3 V2.3 230V,,ATX,silver,560,false,Black
Thermaltake Toughpower DPS G,,ATX,gold,650,Full,
Thermaltake Toughpower DPS G,,ATX,gold,450,Full,
Solid Gear SDGR-750E,,ATX,,750,false,
SeaSonic SS-300TFX Bronze,89.99,TFX,bronze,300,false,Silver
LC-Power LC6 V2.31,,ATX,gold,550,Full,Black / Gray
Deepcool DQ550ST,,ATX,gold,550,false,
LC-Power LC6450 V2.3,,ATX,bronze,450,false,Black
GALAX PGO1BGPFNAFB0,,ATX,gold,1200,Full,Black
Antec VP,,ATX,plus,550,false,
Ultra X4,,ATX,silver,850,Full,
SeaSonic PRIME Ultra Platinum 850,,ATX,platinum,850,Full,Black
Deepcool GamerStorm DQ-M,,ATX,gold,750,Full,Black / Silver
Thermaltake Toughpower,,ATX,plus,1200,Full,
OCZ ZT,,ATX,bronze,750,Full,
Phanteks Revolt SFX,,SFX,platinum,750,Full,Black
Super Flower Leadex Platinum,,ATX,platinum,750,Full,Black
Silverstone Strider,,ATX,bronze,600,Full,
Thermaltake Toughpower XT,,ATX,platinum,1275,Semi,
Thermaltake Toughpower XT,,ATX,gold,1375,Semi,
Rosewill RD-Z,,ATX,plus,500,false,Black
PC Power & Cooling Silencer MK III,,ATX,bronze,600,Semi,
Rosewill Capstone,,ATX,gold,450,false,
NZXT HALE90 V2 1000W,,ATX,gold,1000,Full,
Cougar RX500,,ATX,plus,500,false,
Apevia ATX-WA750W,,ATX,,750,false,
HEC X-Power Pro 600,,ATX,,600,false,
Cooler Master Elite,,ATX,,400,false,
Corsair HX650,,ATX,gold,650,Semi,
SeaSonic SSP-350ST,,ATX,bronze,350,false,
Silverstone Strider,,ATX,gold,1200,Full,
Silverstone Strider,,ATX,bronze,600,false,
Silverstone Strider,,ATX,bronze,600,false,
Thermaltake TR2,,ATX,plus,700,false,
SeaSonic SS-350ET Bronze,,ATX,bronze,350,false,
SeaSonic Core GC,,ATX,gold,550,false,Black / Yellow
be quiet! STRAIGHT POWER E9 | 400W,,ATX,gold,400,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,850,Full,
Thermaltake Toughpower GX1 RGB,,ATX,gold,500,false,Black
Montech CENTURY MINI,,SFX,gold,650,Full,Black
Cooler Master Extreme 2,,ATX,,525,false,
SeaSonic SSP-350SE,,ATX,bronze,350,false,
Corsair VX450,,ATX,plus,450,false,
Corsair GS800 2013 Edition,,ATX,bronze,800,false,
GameMax GM,,ATX,gold,500,Semi,Black
XFX TS,,ATX,bronze,430,false,
Gigabyte Odin GT 800,,ATX,plus,800,Semi,Black
Super Flower Leadex III Super Pro,,ATX,bronze,550,Full,Black
Super Flower LEADEX VII XG,,ATX,gold,750,Full,Black
Super Flower Leadex V Pro,,ATX,gold,850,Full,White
Thermaltake Smart,,ATX,bronze,1000,Semi,
Ultra LSP,,ATX,,550,false,
FSP Group HEXA 85+,,ATX,bronze,850,false,Black
Diablotek PHD350,,ATX,,350,false,
Silverstone Strider,,ATX,gold,700,false,
Rosewill Fortress,,ATX,platinum,750,false,
Zalman zm-550-XG,,ATX,gold,550,Semi,
Zalman zm-500-LE,,ATX,,500,false,
SeaSonic X,,ATX,gold,650,Full,
KOLINK Core RGB,,ATX,plus,600,false,Black
KOLINK Core,,ATX,plus,1000,false,Black
XFX P1-750X-XXB9,,ATX,bronze,750,Semi,
Segotep GM,,ATX,gold,1000,Full,White
OCZ StealthXStream,,ATX,,700,false,
KOLINK Classic Power,,ATX,bronze,400,false,Black / Red
In Win PB,,ATX,gold,750,Full,
OCZ ZX,,ATX,gold,1000,Full,
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Active PFC Power Supply,,ATX,,680,Semi,
Corsair TX650 V2,,ATX,bronze,650,false,
Enermax Platimax D.F.,,ATX,platinum,850,Full,
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,750,Full,White
Thermaltake Toughpower Grand,,ATX,gold,850,false,
Thermaltake Toughpower Grand,,ATX,gold,750,Full,
Aerocool P7 Platinum,,ATX,platinum,850,Full,Black
Raidmax Thunder RGB,,ATX,bronze,535,Semi,Black
XFX Core Edition,,ATX,bronze,750,false,
FSP Group VITA-650GM,,ATX,gold,650,Full,White
FSP Group VITA-750GM,,ATX,gold,750,Full,White
RIOTORO ONYX 650,,ATX,bronze,650,Semi,
BitFenix BFG GOLD ATX3.0,,ATX,gold,1000,Full,Black
Corsair G600,,ATX,plus,600,false,
Rosewill G650,,ATX,gold,650,Semi,
Fractal Design Tesla R2,,ATX,gold,1000,false,
SeaSonic S12II,,ATX,bronze,750,Full,
Rosewill Lightning,,ATX,gold,1300,Semi,
Cooler Master RS,,ATX,bronze,650,false,
Antec High Current Pro,,ATX,gold,750,Semi,
