name,price,type,efficiency,wattage,modular,color
EVGA SuperNOVA 650 P2,,ATX,platinum,650,Full,
FSP Group Hydro Pro,,ATX,bronze,700,false,Black
Deepcool PL550D,,ATX,bronze,550,false,Black
SeaSonic Prime Fanless PX-450,,ATX,platinum,450,Full,Black
Thermaltake Toughpower PF3-L,189.99,ATX,platinum,1050,Full,Black
Enermax Revolution D.F. X,199.99,ATX,gold,1350,Full,Black
Thermaltake Toughpower GF1 PE,276,ATX,gold,650,Full,
be quiet! Dark Power Pro 12,,ATX,titanium,1500,Full,Black
Corsair CS750M,,ATX,gold,750,Semi,
Corsair GS800,,ATX,bronze,800,false,
Thermalright TR-SGFX 650,,SFX,gold,650,Full,Black
SeaSonic SSP-300SUG,86.99,Flex ATX,gold,300,false,Silver
FSP Group Dagger Pro,,SFX,gold,850,Full,Black / Gold
Gigabyte AORUS P GM,,ATX,gold,750,Full,Black / Silver
Chieftec GPS-700A8,,ATX,bronze,700,false,Black / White
Thermaltake Toughpower GF1 ARGB,124.98,ATX,gold,750,Full,
Thermaltake Toughpower GX1 RGB,,ATX,gold,700,false,Black
Cooler Master MWE Bronze,,ATX,bronze,500,false,Black
Cooler Master V650,129.99,ATX,gold,650,Full,
SeaSonic M12II EVO,,ATX,bronze,520,Full,Black
Corsair TX650,255,ATX,plus,650,false,
Segotep GP,,ATX,gold,600,false,Black
Corsair RM850,,ATX,gold,850,Full,
Antec NE1300G M ATX3.0,210,ATX,gold,1300,Full,Black
Gigabyte P650SS,,ATX,silver,650,false,White
EVGA SuperNOVA 1000 T2,,ATX,titanium,1000,Full,
GAMDIAS KRATOS M1 B,,ATX,bronze,550,false,Black
Deepcool PK500D,,ATX,bronze,500,false,Black
Deepcool DQ750-M-V2L,,ATX,gold,750,Full,Black / Green
be quiet! System Power 9,,ATX,bronze,500,false,Black
Corsair CX550F,,ATX,bronze,550,Full,Black
SeaSonic S12III,,ATX,bronze,550,false,Black
Corsair Vengeance 650M,,ATX,silver,650,Semi,Black
SeaSonic PRIME 600 Titanium,,ATX,titanium,600,Full,Black
be quiet! Dark Power 12,,ATX,titanium,1000,Full,Black
Aerocool Integrator Gold,,ATX,gold,1000,Full,Black
FSP Group Hydro GE,89.99,ATX,gold,650,Full,
ADATA XPG CYBERCORE II,308.88,ATX,platinum,1300,Full,Black
Silverstone Essential,107.31,ATX,gold,750,Semi,Black / Blue
Deepcool PN650M,,ATX,gold,650,Full,Black
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,gold,850,Full,Black
SeaSonic Platinum,,ATX,platinum,400,Full,
Corsair HX750,,ATX,platinum,750,Full,Black
BitFenix BFG GOLD ATX3.0,,ATX,gold,850,Full,Black
Athena Power AP-MFATX40P8,84.98,Flex ATX,bronze,400,false,Silver
Cooler Master V850 Gold V2,,ATX,gold,850,Full,Black
Thermaltake Toughpower,,ATX,gold,750,Semi,
KOLINK Regulator,,ATX,gold,850,Full,Black
Chieftec Polaris,,ATX,gold,750,Full,Black
Silverstone DA1650 Gold,,ATX,gold,1650,Full,Black / White
Cooler Master MWE Gold 750,,ATX,gold,750,Full,Black
Cooler Master V550 SFX GOLD,,SFX,gold,550,Full,Black
Deepcool PF450 230V,,ATX,plus,450,false,Black
SeaSonic FOCUS Plus Platinum,,ATX,platinum,850,Full,
EVGA SuperNOVA 750 P2,,ATX,platinum,750,Full,
Cooler Master MasterWatt,,ATX,bronze,650,Semi,
Thermaltake Toughpower PF1 - TT Premium Edition,,ATX,platinum,850,Full,Black
iTek GF750 EVO,,ATX,gold,750,Full,Black / Red
Antec EARTHWATTS GOLD PRO 750,155.37,ATX,gold,750,Semi,Black
Apex AL-8250SFX,77.71,SFX,,250,false,Silver
be quiet! System Power 9,,ATX,bronze,700,false,Black
EVGA SuperNOVA 450 GM,,SFX,gold,450,Full,Black
Cooler Master MWE GOLD 650 V2,,ATX,gold,650,false,Black
Thermaltake Toughpower GF2 ARGB,99.98,ATX,gold,650,Full,Black
Enermax Revolution D.F. 12,,ATX,gold,750,Full,Black
SeaSonic S12II,,ATX,bronze,350,false,
SeaSonic PRIME Ultra Titanium,,ATX,titanium,650,Full,
be quiet! Pure Power 11 FM 650,,ATX,gold,650,Full,Black
MSI MAG A650BNL,,ATX,bronze,650,false,Black
EVGA 450 BT,,ATX,bronze,450,false,
Cooler Master V750 V2,,ATX,gold,750,Full,White
Corsair AX860i,,ATX,platinum,860,Full,
FSP Group HEXA 85+ PRO,,ATX,bronze,650,false,Black
Cooler Master MWE White V2 230V,,ATX,bronze,550,false,Black / White
Corsair AX850,329.99,ATX,gold,850,Full,
be quiet! Pure Power 11 FM 750,,ATX,gold,750,Full,Black
Gigabyte GP-G750H,,ATX,gold,750,Semi,Black
Thermaltake Toughpower PF3,,ATX,platinum,850,Full,Black
SeaSonic S12II,,ATX,bronze,520,false,
GAMDIAS KRATOS E1,,ATX,plus,600,false,Black
Chieftec GPS-600A8,,ATX,plus,600,false,
SeaSonic PRIME SNOWSILENT,,ATX,titanium,750,Full,White
be quiet! Straight Power 11,,ATX,platinum,750,Full,Black
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,850,Full,Black
EVGA 610 BP,,ATX,bronze,610,false,Black
SHARKOON SilentStorm Cool Zero 850,132.93,ATX,gold,850,Full,Black
be quiet! Dark Power Pro 11,,ATX,platinum,850,Semi,
Corsair CX550F,,ATX,bronze,550,Full,White / Black
SeaSonic VERTEX PX-750,249.34,ATX,platinum,750,Full,Black / Silver
ADATA XPG CYBERCORE II,169.99,ATX,platinum,1000,Full,Black
Silverstone Essential,62.36,ATX,bronze,550,false,Black
Xilence XP750R6.2,,ATX,plus,750,false,Black
Cooler Master MWE White V2 230V,,ATX,plus,400,false,Black
Silverstone SX500-G,,SFX,gold,500,Full,Black
Thermaltake Smart RGB,71.39,ATX,plus,500,false,Black
Corsair HX750,,ATX,gold,750,Semi,
Corsair VS450,,ATX,,450,false,
Thermaltake Toughpower GF1 ARGB,,ATX,gold,850,Full,
Aerocool Integrator Gold,,ATX,gold,850,Full,Black
Thermaltake Smart Pro RGB,,ATX,bronze,850,Full,
FSP Group FSP220-60LE(80),79.98,Mini ITX,plus,220,false,Silver
Gigabyte UD1600PM PG5 AI TOP,,ATX,platinum,1600,Full,Black
SeaSonic PRIME Ultra Titanium,,ATX,titanium,1000,Full,
Deepcool PL800D,,ATX,bronze,800,false,Black
EVGA SuperNOVA NEX750B,,ATX,bronze,750,Semi,
Super Flower Leadex Platinum,,ATX,platinum,850,Full,Black
Cougar GEX X2,,ATX,gold,1000,Full,Black
be quiet! Straight Power 11,,ATX,platinum,850,Full,Black
SeaSonic FOCUS,,ATX,gold,750,Semi,Black
Phanteks AMP,,ATX,gold,750,Full,Black
Cougar VTX,,ATX,bronze,500,false,Black
Antec High Current Gamer Gold,,ATX,gold,650,Full,Black
Corsair RM850i,,ATX,gold,850,Full,
ASRock Phantom Gaming PG-1300G,,ATX,gold,1300,Full,Black
ASRock Phantom Gaming PG-1600G,,ATX,gold,1600,Full,Black
SHARKOON Rebel P20 SFX,,SFX,platinum,750,Full,Black
be quiet! Straight Power 11,,ATX,platinum,1200,Full,Black
Corsair HX850,,ATX,gold,850,Semi,
NZXT HALE82 V2 550W,,ATX,bronze,550,Full,
Montech TITAN PLA,159,ATX,platinum,750,Full,White
Segotep GM,,ATX,gold,850,Full,White
Corsair CX430M,,ATX,bronze,430,Semi,
Thermaltake Toughpower SFX,,SFX,gold,650,Full,Black
be quiet! Straight Power 11,,ATX,platinum,1000,Full,Black
Antec High Current Gamer PRO ATX3.1,,ATX,platinum,1200,Full,Black
Thermaltake Toughpower GF1 PE,139.99,ATX,gold,750,Full,Black
Silverstone ST85F-GS-V2,114.99,ATX,gold,850,Full,
Logisys PS480D2,30.99,ATX,,480,false,
Thermaltake Toughpower GX1 500,,ATX,gold,500,false,Black
Cooler Master B500 ver.2,,ATX,plus,500,false,
Thermaltake Hamburg,,ATX,plus,530,false,Black
Corsair TX850M,,ATX,bronze,850,Semi,
Enermax Revolution D.F.,,ATX,gold,750,Full,Black / Silver
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,1200,Full,Black
Deepcool PQ850M,,ATX,gold,850,Full,Black
Fractal Design Ion+ 660P,,ATX,platinum,660,Full,Black
FSP Group FSP300-57FCB,109.99,Flex ATX,gold,300,Full,Black
Zalman TXIIv2,,ATX,plus,800,false,Black
In Win P75FII,,ATX,gold,750,false,Black / Yellow
Corsair RM450,,ATX,gold,450,Full,
Cooler Master GXII,,ATX,gold,750,Full,Black
Thermaltake Toughpower PF3,,ATX,platinum,1200,Full,Black
SeaSonic Focus GX V4 ATX 3 (2024),,ATX,gold,750,Full,White
Xilence XP550R10,,ATX,bronze,550,false,Black / Red
Raidmax Vortex,,ATX,gold,600,false,Black
SeaSonic PRIME Ultra Gold 850,159.99,ATX,gold,850,Full,Black
Thermaltake TOUGHPOWER PF1 ARGB,170.62,ATX,platinum,850,Full,
EVGA SuperNOVA 1600 G2,499.99,ATX,gold,1600,Full,
Gigabyte B700H,,ATX,bronze,700,Semi,Black
Corsair CS550M,,ATX,gold,550,Semi,
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,750,Full,Black
Corsair RM650i,,ATX,gold,650,Full,
ADATA XPG CYBERCORE,,ATX,platinum,1300,Full,Black / Silver
Silverstone Strider,94.99,ATX,bronze,700,Full,
Thermaltake Toughpower Grand RGB,134.71,ATX,gold,650,Full,
Chieftec PowerPlay Gold,,ATX,gold,750,Full,Black / Red
GAMDIAS KRATOS P1 G,,ATX,gold,650,false,Black
be quiet! Straight Power 11,,ATX,platinum,550,Full,Black
be quiet! System Power 9,,ATX,bronze,400,false,Black
Phanteks AMP GH,,ATX,gold,750,Full,White
SeaSonic PRIME 1300 Gold,297.98,ATX,gold,1300,Full,Black
Corsair RM650x,,ATX,gold,650,Full,
Enermax MAXREVO,,ATX,gold,1800,Full,Black
be quiet! Pure Power 11 CM,,ATX,gold,700,Semi,Black
Super Flower Leadex V Pro,,ATX,gold,1000,Full,Black / Gold
Fractal Design Ion Gold,,ATX,gold,550,Full,Black
SeaSonic FOCUS Gold,,ATX,gold,550,Semi,
Cooler Master V550 Gold V2,,ATX,gold,550,Full,Black
Antec VP PLUS,,ATX,plus,500,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,750,Semi,Black
Silverstone Strider,,ATX,plus,600,false,
FSP Group VITA-650GM,,ATX,gold,650,Full,Black
be quiet! Pure Power L8,,ATX,bronze,300,false,
Corsair HX1050,,ATX,gold,1050,Semi,
Silverstone HELA R,,ATX,platinum,1300,Full,Black
Silverstone Strider Titanium,,ATX,titanium,1100,Full,Black / Blue
Corsair TX950,,ATX,bronze,950,false,
Cooler Master MWE 500,,ATX,plus,500,false,Black
Cooler Master V850 V2,,ATX,gold,850,Full,White
Antec VP PLUS,,ATX,plus,700,false,Black
Thermaltake Smart BM2,,ATX,bronze,750,Semi,Black
Corsair RM550x (2021),,ATX,gold,550,Full,Black
Deepcool PQ750M,,ATX,gold,750,Full,Black
be quiet! Pure Power 11,,ATX,gold,600,false,Black
Cooler Master Silent Pro Gold,,ATX,gold,800,Semi,
Zalman ZM-600-GT,,ATX,bronze,600,Semi,
be quiet! Dark Power Pro 11,,ATX,platinum,650,Semi,
Deepcool PN850D,,ATX,gold,850,false,Black
YEYIAN Raiden RGB,,ATX,plus,500,false,Black
EVGA N1,,ATX,,550,false,
SeaSonic FOCUS SGX,,SFX,gold,500,Full,Black
Corsair TX850,,ATX,plus,850,false,
SeaSonic Core GC,,ATX,gold,650,false,Black
SHARKOON SilentStorm Icewind Black,,ATX,bronze,650,Semi,Black
Cooler Master G750M,,ATX,bronze,750,Semi,
LC-Power LC6 V2.31,,ATX,gold,1000,Full,Black / Gray
Xilence XP650R12,,ATX,gold,650,false,Black
Cooler Master V650 Gold V2,,ATX,gold,650,Full,Black
Antec High Current Gamer Gold,,ATX,gold,750,Full,Black
EVGA SuperNOVA 750 G6,,ATX,gold,750,Full,Black
Cooler Master MasterWatt 550,,ATX,bronze,550,Semi,
be quiet! Pure Power 11 CM,,ATX,gold,600,Semi,Black
Thermaltake Smart RGB,,ATX,plus,600,false,
SeaSonic M12II,,ATX,bronze,520,Full,
GameMax RGB,,ATX,platinum,1300,Full,Black
SeaSonic CORE GM,,ATX,gold,650,Semi,Black
Thermaltake Toughpower SFX,,SFX,gold,550,Full,Black
EVGA SuperNOVA NEX750G Gold,,ATX,gold,750,Full,
Thermaltake Toughpower iRGB PLUS 750,120.2,ATX,gold,750,Full,Black
be quiet! Pure Power 10,,ATX,silver,600,false,
Gigabyte GreenMax Plus,,ATX,bronze,650,false,
Thermaltake Smart BX1 RGB 750,,ATX,bronze,750,false,Black
GameMax GX-750 Modular,,ATX,gold,750,Full,Black
Silverstone Extreme 850R Platinum,220.99,SFX,,850,Full,Black
GameMax GX Pro Rampage,,ATX,gold,850,Full,White
FSP Group Hydro GE,79.99,ATX,gold,650,Full,Black
FSP Group Hydro Pro,,ATX,bronze,600,false,Black
FSP Group Dagger Pro,,SFX,gold,750,Full,Black / Gold
SilentiumPC Vero L3,,ATX,bronze,600,false,Black
Phanteks Revolt X,,ATX,platinum,1000,Full,Black / Silver
PowerSpec PS 550BF,,ATX,bronze,550,false,Black
Apex AG-M,,ATX,gold,850,Full,Black
SilentiumPC Supremo FM2,,ATX,gold,750,Full,Black
Cooler Master MWE Bronze 650,,ATX,bronze,650,false,Black
EVGA 450 B3,,ATX,bronze,450,Full,
FSP Group HYPER K PRO,,ATX,plus,700,false,Black / Yellow
Azza PSAZ-750PT14,,ATX,platinum,750,Semi,
Cougar POLAR,161.49,ATX,platinum,1050,Full,White
Phanteks AMP GH,,ATX,gold,850,Full,White
be quiet! Pure Power 10,,ATX,silver,500,false,
Cooler Master V1000,,ATX,gold,1000,Full,
Antec High Current Gamer,,ATX,bronze,900,false,
Corsair RM550,,ATX,gold,550,Full,
ENDORFY Supremo FM5,,ATX,gold,850,Full,Black
ABS Majesty,,ATX,gold,1100,Full,
Deepcool PN750D,,ATX,gold,750,false,Black
NZXT C (2019),128.22,ATX,gold,750,Full,Black
MSI MPG A750G PCIE5,,ATX,gold,750,Full,Black
Athena Power AP-MFATX40,,Mini ITX,bronze,400,false,Silver
Antec High Current Gamer Gold,,ATX,gold,850,Full,Black
Phanteks AMP,,ATX,gold,850,Full,Black
Cougar STX,,ATX,plus,650,false,
Deepcool PM650D,,ATX,gold,650,false,Black
Antec GSK ATX3.1,,ATX,gold,750,Full,Black
Silverstone ET500-ARGB,,ATX,bronze,500,false,Black
EVGA SuperNOVA 850 P5,,ATX,platinum,850,Full,Black / Teal
EVGA SuperNOVA 1000G XC,226.56,ATX,gold,1000,Full,Black
Super Flower Zillion FG,,ATX,gold,650,Full,Black
NOX Hummer X,,ATX,gold,650,Full,Black
be quiet! Straight Power 11,,ATX,platinum,650,Full,Black
Corsair Vengeance 650M,,ATX,bronze,650,Semi,
SeaSonic B12 BC,,ATX,bronze,550,false,
Cooler Master 600W MasterWatt Lite 230V,,ATX,plus,600,false,
Montech TITAN PLA,179,ATX,platinum,850,Full,White
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,White
Silverstone Strider,287.2,ATX,silver,1500,Full,Black
Corsair CS450M,,ATX,gold,450,Semi,
Chieftec Polaris,,ATX,gold,650,Full,Black
Thermaltake Smart,,ATX,bronze,650,false,
SeaSonic FOCUS SGX,,SFX,gold,450,Full,Black
Corsair HX650,,ATX,gold,650,Semi,
Antec VP,,ATX,,350,false,
Corsair VS550,,ATX,,550,false,
Thermalright AG-650,,ATX,gold,650,Full,White
Enermax Revolution D.F. X,162.83,ATX,gold,1050,Full,Black
Antec NE850G M ATX3.0,,ATX,gold,850,Full,Black
Cooler Master X Silent Edge Platinum 230V,,ATX,platinum,1100,Full,Black
be quiet! Dark Power 12,,ATX,titanium,750,Full,Black
Cooler Master V750,,ATX,gold,750,Full,
Lian Li PE,,SFX,platinum,750,Full,Black
EVGA 600 BA,,ATX,bronze,600,false,Black
SeaSonic FOCUS,,ATX,platinum,650,Full,Black
LC-Power LC1000P V3.0,,ATX,platinum,1000,Full,Black
LC-Power OFFICE SERIES,,ATX,,600,false,Black
Apevia Spirit,,ATX,,700,false,
GameMax GM,,ATX,bronze,500,Semi,Black
Cooler Master MWE,,ATX,bronze,600,false,Black
Silverstone Strider,,ATX,gold,650,Full,
GameMax VP,,ATX,bronze,600,false,Black
KOLINK Modular Power,,ATX,bronze,500,Semi,Black
GameMax GT,,TFX,bronze,300,false,Silver
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,650,Full,Black
Phanteks AMP,,ATX,gold,650,Full,Black
FSP Group Hydro G Pro,,ATX,gold,750,Full,Black
Deepcool DA500,,ATX,bronze,500,false,Black / Gold
Antec VP PLUS,,ATX,plus,600,false,Black
Cooler Master 700W MasterWatt Lite 230V,,ATX,plus,700,false,
Aerocool AER-P7-P650W,,ATX,platinum,650,Full,
Deepcool PX1000G WH,,ATX,gold,1000,Full,White
Gigabyte UD-GM PG5,143.69,ATX,gold,850,Full,Black
FSP Group DAGGER PRO ATX3.0,,SFX,gold,850,Semi,Black
SeaSonic VERTEX GX,,ATX,gold,1000,Full,White
Xilence XP400R6,,ATX,,400,false,Black / Red
FSP Group HYPER K PRO,,ATX,plus,600,false,Black / Yellow
Thermaltake Litepower GEN2 230V,,ATX,,750,false,Black
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,650,Full,Black
NZXT E850,,ATX,gold,850,Full,Black
GameMax GX Pro Rampage,,ATX,platinum,1050,Full,Black
Xilence XP750R12,,ATX,gold,750,false,Black
Enermax MarbleBron RGB,,ATX,bronze,850,Semi,Black
In Win P85FII,,ATX,gold,850,false,Black / Yellow
EVGA SuperNOVA 750 G1,,ATX,gold,750,Full,
be quiet! STRAIGHT POWER E9 | 580W CM,,ATX,gold,580,Semi,
Cooler Master G650M,,ATX,bronze,650,Semi,
In Win P130II,249.95,ATX,platinum,1300,Full,Black
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,750,Full,White
In Win P105II,199.95,ATX,platinum,1050,Full,Black
EVGA 550 BP,,ATX,bronze,550,false,Black
SeaSonic SSP-300ST,,ATX,bronze,300,false,
Thermaltake TR2,,ATX,bronze,380,false,
Deepcool PF550 230V,,ATX,plus,550,false,Black
Super Flower Leadex III ARGB Pro,,ATX,gold,750,Full,Black
be quiet! Dark Power 12,,ATX,titanium,850,Full,Black
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,1250,Full,White
Thermalright TGFX650,,SFX,gold,650,Full,Black
Thermaltake Toughpower PF3,,ATX,platinum,750,Full,Black
Phanteks AMP GH,,ATX,gold,850,Full,Black
NZXT C (2019),,ATX,gold,850,Full,Black
ADATA XPG Core Reactor II VE,,ATX,gold,650,Full,
EVGA 460 BP,,ATX,bronze,460,false,Black
Antec NeoECO Gold,,ATX,gold,650,Full,
Gigabyte PB500,,ATX,bronze,500,false,
EVGA SuperNOVA 750 B2,,ATX,bronze,750,Semi,
Cooler Master G550M,,ATX,bronze,550,Semi,
Corsair TX650M,,ATX,bronze,650,Semi,
Fractal Design Ion Gold,150.51,ATX,gold,650,Full,Black
Cooler Master XG650 Plus,,ATX,platinum,650,Full,Black
Xilence XP700R6,66.37,ATX,,700,false,Black / Red
Thermaltake Toughpower SFX 600W Gold,,SFX,gold,600,Full,Black
Cooler Master V1300 Platinum,402.9,ATX,platinum,1300,Full,Black
GameMax VP-600-RGB,,ATX,bronze,600,false,Black
Corsair Vengeance 550M,,ATX,bronze,550,Semi,
EVGA 650 B3,,ATX,bronze,650,Full,
Deepcool DA700N,,ATX,bronze,700,false,Black
ENDORFY Supremo FM5,,ATX,gold,1000,Full,Black
be quiet! Straight Power 11 550W,,ATX,gold,550,Full,
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,850,Full,White
SeaSonic 1000FX WHITE,,ATX,gold,1000,Full,White
Cooler Master G Gold 550 V2,,ATX,gold,550,false,Black
Gigabyte PW400,,ATX,plus,400,false,Black
Azza ARGB,64.98,ATX,bronze,650,false,Black
SeaSonic G,,ATX,gold,550,Semi,
Montech TITAN GOLD 750W,,ATX,gold,750,Full,Black
Cooler Master X Silent Edge Platinum,549.99,ATX,platinum,850,Full,Black
Cooler Master MWE Bronze V2,,ATX,bronze,500,false,Black
KOLINK Continuum V2,,ATX,platinum,1200,Full,Black
Athena Power AP-MTFX30,36.99,TFX,,300,false,Silver
SHARKOON Rebel P20 SFX,,SFX,platinum,850,Full,Black
Silverstone DA550 Gold,,ATX,gold,550,Full,Black / White
EVGA SuperNOVA G FTW,,ATX,gold,850,Full,Black
Cooler Master GX III GOLD,,ATX,gold,650,Full,Black / Purple
Cooler Master V SFX Gold ATX 3.0,,SFX,gold,850,Full,White
be quiet! Pure Power 11 CM,,ATX,gold,500,Semi,Black
Silverstone Strider,,ATX,plus,500,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1500,Full,
be quiet! Pure Power 11 FM 850,,ATX,gold,850,Full,Black
Deepcool PX1300P,,ATX,platinum,1300,Full,Black / Silver
SeaSonic PRIME PX,,ATX,platinum,650,Full,Black / Silver
SeaSonic FOCUS,,ATX,gold,650,Semi,Black
Corsair TX550M,,ATX,bronze,550,Semi,
Cooler Master V700,,ATX,gold,700,Full,
Thermalright TGFX850,,SFX,gold,850,Full,White
Thermaltake Smart SE,178,ATX,,530,Semi,Black
SilentiumPC Vero L3,,ATX,bronze,500,false,Black
SeaSonic FOCUS SPX (2021),,SFX,platinum,650,Full,Black
SeaSonic X,,ATX,gold,850,Full,
In Win Classic,,ATX,platinum,900,Full,
EVGA 550 B3,,ATX,bronze,550,Full,
Deepcool DA600N,,ATX,bronze,600,false,Black
Aerocool Integrator MOD XT,,ATX,bronze,750,Semi,Black / Red
LC-Power LC6 V2.31,,ATX,gold,650,Full,Black / Gray
Cooler Master V750 Gold i,194.99,ATX,gold,750,Full,Black / Gold
Silverstone TX300,80,TFX,bronze,300,false,Black
Cooler Master MWE Gold 1050 - V2,,ATX,gold,1050,Full,Black
Thermaltake Toughpower Grand,,ATX,platinum,600,Semi,
Xigmatek NRP-PC602,,ATX,bronze,600,false,
Thermalright TPFX850,,SFX,platinum,850,Full,Black
Cooler Master X Silent MAX,,ATX,platinum,1300,Full,Black
Deepcool PX1000P,,ATX,platinum,1000,Full,Black / Silver
Thermaltake Smart SE,187,ATX,,630,Semi,
SHARKOON WPM Bronze,,ATX,bronze,600,Semi,
SeaSonic ATX3-FOCUS-GX-850-WHITE,,ATX,gold,850,Full,White
ARESGAME AGS,,ATX,gold,750,Semi,Black / Red
EVGA 500 BA,,ATX,bronze,500,false,Black
Cooler Master MWE GOLD 750 V2,,ATX,gold,750,false,Black
Corsair TX750M,,ATX,bronze,750,Semi,
Thermaltake Smart BM2,,ATX,bronze,450,Semi,Black
Antec Signature Platinum,384.9,ATX,platinum,1300,Full,Black
LC-Power LC6 V2.31,,ATX,gold,850,Full,Black / Gray
Cooler Master V850 Gold i,,ATX,gold,850,Full,Black / Gold
SeaSonic PRIME,,ATX,gold,750,Full,Black
Chieftec ATMOS,225.08,ATX,gold,850,Full,Black
Cooler Master MWE Gold 1250 - V2,,ATX,gold,1250,Full,Black
Silverstone NJ450-SXL,,SFX,platinum,450,Full,Black / Blue
GAMDIAS KRATOS P1 G,,ATX,gold,750,Semi,Black
Antec High Current Gamer,,ATX,bronze,620,Semi,
Gigabyte P550SS,,ATX,silver,550,false,White
Cooler Master MWE Gold V2 ATX3.0 SF6 BLANKA,,ATX,gold,1050,Full,Green / Yellow
Thermalright TB550S,,ATX,bronze,550,false,Black
Silverstone SFX,,SFX,gold,450,Full,Black
be quiet! Straight Power 10 CM,,ATX,gold,800,Semi,
Deepcool DQ750M-V3L,,ATX,gold,750,Full,Black
Thermaltake Smart,,ATX,plus,730,false,
Thermaltake Smart,,ATX,bronze,750,false,
Corsair VX550,,ATX,plus,550,false,
EVGA 700 B1,,ATX,bronze,700,false,
Antec NeoECO 750 Gold,,ATX,gold,750,Semi,Black
Raidmax Cobra,,ATX,gold,600,Semi,
Cooler Master B600 ver. 2,,ATX,plus,600,false,Black
Cooler Master MWE Bronze 550,,ATX,bronze,550,false,Black
Thermaltake Litepower,,ATX,,450,false,
FSP Group HYPER K PRO,,ATX,plus,500,false,Black / Yellow
Apevia Prestige,,ATX,gold,1000,false,Black
Rosewill HIVE,,ATX,bronze,750,Semi,
Super Flower Golden Green HX,,ATX,gold,350,false,
Thermalright TPFX850,,SFX,platinum,850,Full,White
"FSP Group Hydro PTM PRO,Gen5",,ATX,platinum,1350,Full,Black
PC Power & Cooling Silencer,186.89,ATX,platinum,1050,Full,
Thermalright TPFX650,,SFX,platinum,650,Full,White
LC-Power LC V2.31,,TFX,,400,false,Black
EVGA 450 BV,,ATX,bronze,450,false,
be quiet! Dark Power Pro 11,,ATX,platinum,750,Semi,
SeaSonic X,,ATX,gold,650,Full,
Corsair GS600,,ATX,bronze,600,false,
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,750,Full,White
SeaSonic PRIME TX-650,,ATX,titanium,650,Full,Black
Silverstone Strider Platinum,139.99,ATX,platinum,650,Full,
Phanteks AMP v2,,ATX,gold,1000,Full,White
be quiet! STRAIGHT POWER E9 | 480W CM,,ATX,gold,480,Full,
Enermax MAXPRO,,ATX,plus,500,false,
Zalman TXII,,ATX,plus,600,false,Black
Thermaltake Smart RGB 230V,,ATX,plus,700,false,Black
Thermaltake TR2,,ATX,,700,false,
G.Skill MB750G,,ATX,gold,750,Full,Black
Fractal Design Integra M,,ATX,bronze,550,Semi,
Silverstone Strider Platinum,144.99,ATX,platinum,750,Full,
Thermaltake Toughpower GF1 ARGB,,ATX,gold,650,Full,
KOLINK Regulator,,ATX,gold,1000,Full,Black
Gigabyte UD850GM-A,,ATX,gold,850,Full,Black
SeaSonic FOCUS SGX (2021),,SFX,gold,650,Full,Black
Xilence XP850R12,108.8,ATX,gold,850,false,Black
Thermaltake Toughpower Grand RGB 650 SE,,ATX,gold,650,Full,Black
Cougar GEX X2,,ATX,gold,850,Full,Black
Antec NeoECO Gold ZEN,,ATX,gold,500,false,Black / Gold
SeaSonic PRIME Ultra Titanium,,ATX,titanium,850,Full,
Enermax Revolution D.F.,,ATX,gold,650,Full,Black
Thermalright AG-850,,ATX,gold,850,Full,Black
EVGA SuperNOVA 1000 G1,,ATX,gold,1000,Full,
Antec EARTHWATTS GOLD PRO 650,,ATX,gold,650,Semi,Black
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,850,Full,White
SilentiumPC Vero L2,,ATX,bronze,500,false,Black
Rosewill PHOTON-750,,ATX,gold,750,Full,
Thermaltake TR2,,ATX,bronze,500,false,
FSP Group Hyper M85+,,ATX,bronze,650,Semi,Black
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,1050,Full,White
Silverstone Essential,100.33,ATX,gold,750,false,Black / Yellow
Thermalright TG,,ATX,gold,1000,Full,Black
Phanteks Revolt Pro,380,ATX,gold,850,Full,Silver / Black
be quiet! Pure Power 11 FM 550,,ATX,gold,550,Full,Black
Xilence XP650R10,,ATX,bronze,650,false,Black / Red
NZXT C550,,ATX,bronze,550,Semi,Black
be quiet! Straight Power 11 450W,,ATX,gold,450,Full,
BitFenix Formula Bronze,,ATX,bronze,600,false,Black
FSP Group CANNON PRO (230V),,ATX,gold,2000,Full,Black
Corsair HX1000,,ATX,plus,1000,Semi,
Cooler Master MasterWatt Lite 500W Full Range,,ATX,plus,500,false,
XFX TS,,ATX,bronze,550,false,
Thermaltake Smart BX1 RGB 550,,ATX,bronze,550,false,Black
